,id,english,translated
6326,669824,i feel like playing chess can you play that,<unk> জেমসের আমি খেলতে খেলতে চাই চাই <pad>
6327,669825,Much simpler fixed-wheel bikes are also available.,<unk> চামুন্ডি দৃশ্যমান। প্রাধান্য
6328,669826,"The bulls of this category are gamous for agricultural works and fast walk but the cows give very less milk. Amrit mahal, nagauri, pawar, hisar, kherigadh, alambadi, rath, bachaur, bargur, dangi kangayam, khilari, malwi etc. are some of the major varieties.",<unk> এই এর খাদ্য জন্য প্রয়োজনীয় প্রয়োজনীয় এবং এর কিন্তু কিন্তু এই উপাদানগুলির অসাধারন খাবার প্রভাব দেয়। দেয়।
6329,669827,Organic fertilizer fixes the nitrogen present in the atmosphere ( 78 percent ) and makes it available to the crops .,<unk> ধানের তুলনায় বায়ুমণ্ডলে বায়ুমণ্ডলে বৃদ্ধি বৃদ্ধি করে করে ৷ ৷
6330,669828,They are now farming on the barren lands .,<unk> এখন এখন অনুর্বর চাষ করছেন করছেন ৷ ৷
6331,669829,"As per the figures issued by the central agriculture ministry , it is is estimated that in the third final estimation in the crop year 2012-13 the food production will increase by 50 million tonne to 25.53 billion tonne .",<unk> পরিসংখ্যান মন্ত্রালয়ের মন্ত্রালয়ের দরুণ বলেছেন কৃষি যে কৃষি কৃষি মূল্য মূল্য অনুসারে অনুসারে করে দশ ন্যুনতম শতাংশ মূল্য
6332,669830,Due this very difficulty of artery some it also weakens the feet .,<unk> এর ফলে ফলে এই ফেরা সমস্যা হয়ে যায় যায় ৷
6333,669831,"Kalibangan, in Hanumangarh district, was a major provincial capital of the Indus Valley Civilization.",<unk> ষষ্ট শতাব্দীতে ভৌগোলিক রাজধানী শ্রেষ্ঠতম ছিল। ছিল।
6334,669832,The duty-free rate also depends on the country whose products you are attempting to import.,<unk> সুদের আপনাকে পরিকল্পনা আপনার করে আপনার তুলবে বাজেট ।
6335,669833,Pink or red blotches form on skin which do not get destroyed on pressing whereas they end on their own in ten - twenty days .,"<unk> জুতোর জুতোর জুতোর ওপর উপর জোর জোর পড়ে , , তাদের তাদের ফাটা শ্রবণ নষ্ট করে করে ৷"
6336,669834,"It is located near the Ganges on its eastern bank, opposite to the Tulsi Ghat.",<unk> এটি নদীর অবস্থিত অবস্থিত এটি এটি অবস্থিত।
6337,669835,For this it is specially important to pay attention towards the methodology .,<unk> এর জন্য জন্য উন্মুক্ত উন্মুক্ত করানো । ।
6338,669836,Experience has it that until there is no strength in intestines to expel stool out and one does not have an appetite because of that or starts decreasing .,<unk> এটা এটা বলা জানা হয় যায় না না না না না আর না পেটে ব্যাক্তিকে সাবধান না ৷
6339,669837,Definitely he does not put his own opinion in any news but definitely he carefully observes the situation in which the news and ideas take birth .,<unk> কিন্তু তার অন্তরে জানে প্রাণ না নয় না কিন্তু কিন্তু তাদেরকে কোন কোন শ্রোতা শ্রোতা নেই পড়ে না
6340,669838,"Aaru is usually used for rivers in the southern half of Kerala, while puzha is used in the northern parts.",<unk> আদার নারকেল জন্য নামে কেরালা নারকেল উত্তরপ্রদেশের মাসগুলিতে বিখ্যাত। নারকেল
6341,669839,About 95% of Mizoram's population descends from a diverse tribal origin.,<unk> মিজোরামের জনসংখ্যার জনসংখ্যার উপজাতিসমূহ উপজাতিসমূহ থেকে । উদ্ভুত।
6342,669840,"In India, the arrival of Marxism thoughts happened in those days when due to the impact of the capitalism, modern middle class was stabilizing and nation wanted to free the congress from the grip of the Gandhi.",<unk> মিসিসিপি শালে দাক্ষিণাত্যের ১৯৯১ স্বাক্ষরিত সালে হয়েছিল যুদ্ধ শালে করার যখন জন্য ১৫ বিপজ্জনক করা জন্য হয়েছিল যুদ্ধ
6343,669841,"The Cholas, under Rajaraja Chola III and later, his successor Rajendra Chola III, were quite weak and therefore, experienced continuous trouble.",<unk> তাঁর তাঁর দ্বিতীয় রাজত্বকালের পুত্র ও এবং তাঁর তাঁর আবির্ভাব আবির্ভাব হয়। হয়।
